LRat1,LRat2,LVar1,LVar2,Part,RRat1,RRat2,RVar1,RVar2,choice,choiceTime,endTime,frame,leftId,part,primerSound,rightId,trial,trialEnd,trialOnset,trialOnsetTim,trialRespTime,trialSnd1Tim,trialSnd2Tim,trialThinkTime
2.5,3.0,0.7071067811865476,0.7071067811865476,0,1.5,2.5,0.7071067811865476,0.7071067811865476,-1.0,3.7998527629997625,,1.0,6.0,0.0,2.0,2.0,22.0,10.015545462999398,594.5831519890007,0.0070121549997566035,3.515269923999768,1.037374647999968,1.5386448729996118,3.5149015829993004
1.5,2.5,0.7071067811865476,0.7071067811865476,0,4.0,1.5,0.0,0.0,-1.0,3.8341440139993215,,2.0,2.0,0.0,1.0,1.0,23.0,12.000385022000046,604.6001995830003,0.007377194000582676,3.5161053250003533,1.0387737750006636,1.5399723410000659,3.5155869340005665
1.5,2.5,0.7071067811865476,0.7071067811865476,0,1.5,3.0,0.7071067811865476,0.7071067811865476,1.0,4.616658152000014,,2.0,2.0,1.0,1.0,5.0,0.0,11.015980130999992,111.35900481,0.053112762999944614,3.5151899420000063,1.0870189569999409,1.5882582360000017,3.514832579999961
4.0,1.5,0.0,0.0,0,1.5,2.5,0.7071067811865476,0.7071067811865476,1.0,4.150039099000082,,2.0,1.0,1.0,2.0,2.0,1.0,10.01615879499991,133.91196017700008,0.0070876809999163015,3.514620339999965,1.0536762819999694,1.5551174559999483,3.514265029999933
1.5,2.5,0.7071067811865476,0.7071067811865476,0,1.5,3.0,0.7071067811865476,0.7071067811865476,-1.0,3.833165187000077,,1.0,2.0,1.0,1.0,5.0,2.0,12.016084959000068,151.46376977700004,0.0527382550000084,3.515360154000064,1.087418171999957,1.5886043470000004,3.514990000000012
2.5,3.0,0.7071067811865476,0.7071067811865476,0,1.5,2.5,0.7071067811865476,0.7071067811865476,-1.0,4.317025115999968,,1.0,6.0,1.0,1.0,2.0,3.0,11.015204863000006,171.01608778700006,0.00719410599992898,3.5154713859999447,1.0374957379999614,1.5390089830000306,3.515069500999971
4.0,1.5,0.0,0.0,0,1.5,3.0,0.7071067811865476,0.7071067811865476,1.0,4.01728105199993,,2.0,1.0,1.0,1.0,5.0,4.0,11.016903799000035,189.567826792,0.006817693000016335,3.5156384919999937,1.0381911319999515,1.5383909949999857,3.515268195999965
1.5,2.5,0.7071067811865476,0.7071067811865476,0,2.5,3.0,0.7071067811865476,0.7071067811865476,-1.0,4.9344201590000685,,1.0,2.0,1.0,1.0,6.0,5.0,10.01666142800002,200.585929447,0.006779280000046128,3.521846508000067,1.0388389590000315,1.5400492500000382,3.5213582280000537
4.0,1.5,0.0,0.0,0,1.5,2.5,0.7071067811865476,0.7071067811865476,1.0,5.0638075960000615,,2.0,1.0,1.0,1.0,2.0,6.0,10.012206246000003,230.69368221,0.007268395999972198,3.5117925749999586,1.0673974579999594,1.5686615029999302,3.511418399999912
1.5,2.5,0.7071067811865476,0.7071067811865476,0,2.5,3.0,0.7071067811865476,0.7071067811865476,1.0,3.8010229870000094,,2.0,2.0,1.0,1.0,6.0,7.0,12.000893921000054,240.7071826250001,0.006704013000103259,3.5156951360000903,1.0376735950000011,1.538976345000037,3.515322375000096
1.5,2.5,0.7071067811865476,0.7071067811865476,0,1.5,3.0,0.7071067811865476,0.7071067811865476,1.0,3.7667879849998367,,2.0,2.0,1.0,2.0,5.0,8.0,12.015452334999964,267.77829726100003,0.007008624000036434,3.515080582999872,1.0538588100000652,1.555141907999996,3.5147086389999918
2.5,3.0,0.7071067811865476,0.7071067811865476,0,1.5,3.0,0.7071067811865476,0.7071067811865476,-1.0,3.752052404000096,,1.0,6.0,1.0,1.0,5.0,9.0,10.000647378999929,279.7950835710001,0.007211531999928411,3.516313739999987,1.0389799859999584,1.5403510019998519,3.5157969259998936
2.5,3.0,0.7071067811865476,0.7071067811865476,0,1.5,3.0,0.7071067811865476,0.7071067811865476,-1.0,4.616694929000005,,1.0,6.0,1.0,2.0,5.0,10.0,11.016367025999898,308.866143967,0.006901480999886189,3.5153189449999904,1.0542540659998851,1.5554965549999906,3.5149480869999934
4.0,1.5,0.0,0.0,0,1.5,3.0,0.7071067811865476,0.7071067811865476,-1.0,3.783576739999944,,1.0,1.0,1.0,2.0,5.0,11.0,12.016096945000072,331.4189721330001,0.0071708129999024095,3.5151050469999063,1.0541953760000524,1.5554655630000982,3.514736694000021
4.0,1.5,0.0,0.0,0,1.5,2.5,0.7071067811865476,0.7071067811865476,-1.0,4.446240211000031,,1.0,1.0,1.0,1.0,2.0,12.0,11.011899246999974,355.9929773680001,0.007131664999860731,3.5104955599999816,1.0508752779999213,1.5520189339999888,3.5101138909999463
2.5,3.0,0.7071067811865476,0.7071067811865476,0,1.5,3.0,0.7071067811865476,0.7071067811865476,1.0,3.7997994160000417,,2.0,6.0,1.0,1.0,5.0,13.0,12.016220240999928,374.54077945099993,0.006694542000104775,3.5148562399999714,1.0375199000000066,1.5388493739999376,3.5144863220000384
4.0,1.5,0.0,0.0,0,2.5,3.0,0.7071067811865476,0.7071067811865476,1.0,3.7667851680000695,,2.0,1.0,1.0,2.0,6.0,14.0,10.017147080999848,386.558283614,0.007364885999777471,3.5058218229999056,1.038399188999847,1.5397003569999017,3.505333051999969
1.5,2.5,0.7071067811865476,0.7071067811865476,0,2.5,3.0,0.7071067811865476,0.7071067811865476,-1.0,3.949761184000181,,2.0,2.0,1.0,2.0,6.0,15.0,10.015816837999864,411.64588345600015,0.007032556000012846,3.5144211469998936,1.0371060059999309,1.5383748469998864,3.5140934429998656
3.5,2.5,0.7071067811865476,0.7071067811865476,1,4.0,1.0,0.0,0.0,-1.0,3.783566588999975,,2.0,2.0,1.0,1.0,1.0,16.0,12.015871910999975,444.732998904,0.007413914000153455,3.5149793949999553,1.0710998380000092,1.572335861000056,3.5145475670001365
3.5,2.0,0.7071067811865476,0.7071067811865476,1,3.5,2.5,0.7071067811865476,0.7071067811865476,1.0,3.8835167290001213,,1.0,6.0,1.0,2.0,2.0,17.0,11.00009351000017,456.75048515300006,0.0071602630000597856,3.5155339180000738,1.0380506730000434,1.5393029980000392,3.5151599180001085
3.5,2.0,0.7071067811865476,0.7071067811865476,1,4.0,1.0,0.0,0.0,-1.0,4.002730810999992,,2.0,6.0,1.0,2.0,1.0,18.0,12.001959930999876,472.767013206,0.006682662000002893,3.501063701000022,1.0394758239999646,1.540726611999844,3.500690468999892
2.0,3.0,0.0,0.0,1,4.0,1.0,0.0,0.0,1.0,3.801085002000036,,1.0,5.0,1.0,1.0,1.0,19.0,11.00099561100001,496.304775205,0.007149596999852292,3.5162000660000103,1.0380516839998108,1.5393304099998204,3.5158287169999767
2.0,3.0,0.0,0.0,1,3.5,2.5,0.7071067811865476,0.7071067811865476,-1.0,3.9170790489999945,,2.0,5.0,1.0,1.0,2.0,20.0,12.016108888999954,522.37574737,0.006899419999854217,3.514719991999982,1.0373118489999342,1.5386393599999335,3.51436223099995
4.0,1.0,0.0,0.0,1,2.0,3.0,0.0,0.0,-1.0,3.9474611000000555,,1.0,1.0,1.0,1.0,5.0,21.0,11.013538287999834,534.3961637710001,0.007624057999919388,3.51279711899997,1.051813076999906,1.5530832999997983,3.512428183999873
3.5,2.5,0.7071067811865476,0.7071067811865476,1,3.5,2.0,0.7071067811865476,0.7071067811865476,1.0,4.283976128999939,,1.0,2.0,1.0,2.0,6.0,22.0,10.016422628999864,545.4111399459999,0.007280983999862657,3.5157060349999933,1.038973502999852,1.5402378179999232,3.5153344919999654
3.5,2.5,0.7071067811865476,0.7071067811865476,1,4.0,1.0,0.0,0.0,-1.0,3.8341623589999467,,2.0,2.0,1.0,2.0,1.0,23.0,10.016282419999923,555.4292697330001,0.007424965999916822,3.5155260189999358,1.0383671459999275,1.5393437349998749,3.515155133999997
4.0,1.0,0.0,0.0,1,3.5,2.0,0.7071067811865476,0.7071067811865476,1.0,3.783780629000148,,2.0,1.0,1.0,1.0,6.0,0.0,11.016446722999943,110.85965026400005,0.007174847999976919,3.5149984019999465,1.036898611999959,1.5381770280000635,3.514626377000013
2.0,3.0,0.0,0.0,1,3.5,2.0,0.7071067811865476,0.7071067811865476,-1.0,4.150707427000043,,2.0,5.0,1.0,1.0,6.0,1.0,10.000600317000137,121.87727556799996,0.006769348000034371,3.516413324000041,1.0390902870001355,1.5396904780000114,3.515304890000152
4.0,1.0,0.0,0.0,1,2.0,3.0,0.0,0.0,1.0,3.7831841760000766,,2.0,1.0,1.0,2.0,5.0,2.0,10.016076852999962,131.87904944399995,0.0067220549999547075,3.515267755999957,1.037793585999907,1.5390444399999978,3.514899266999919
2.0,3.0,0.0,0.0,1,3.5,2.0,0.7071067811865476,0.7071067811865476,1.0,3.8001139460000095,,1.0,5.0,1.0,1.0,6.0,3.0,11.015589707000117,164.5001244989999,0.006961556000078417,3.515036654000141,1.0368974560001334,1.538133751000032,3.5146614550001227
2.0,3.0,0.0,0.0,1,4.0,1.0,0.0,0.0,-1.0,3.8510694799999774,,2.0,5.0,1.0,1.0,1.0,4.0,10.0002320279998,175.51723969199998,0.007028705999800877,3.516055348000009,1.0380316779999248,1.5392744109999512,3.5156879909998224
2.0,3.0,0.0,0.0,1,3.5,2.0,0.7071067811865476,0.7071067811865476,-1.0,3.883900880000056,,2.0,5.0,1.0,2.0,6.0,5.0,10.016444554000143,204.58785112099983,0.007405221999988498,3.5154794669999774,1.0548171679999996,1.55608316200005,3.5149929040001098
3.5,2.0,0.7071067811865476,0.7071067811865476,1,3.5,2.5,0.7071067811865476,0.7071067811865476,-1.0,3.862209911000036,,2.0,6.0,1.0,2.0,2.0,6.0,12.011830191999936,227.16221221400002,0.0069406439999966105,3.510682589999988,1.0496201359999304,1.5508646060000046,3.510203648000015
4.0,1.0,0.0,0.0,1,3.5,2.0,0.7071067811865476,0.7071067811865476,-1.0,3.8331742099999246,,1.0,1.0,1.0,1.0,6.0,7.0,12.016009527999813,250.693932467,0.007253375999880519,3.5149144269998938,1.0537824649998129,1.5550024739998207,3.514540858999908
2.0,3.0,0.0,0.0,1,3.5,2.0,0.7071067811865476,0.7071067811865476,1.0,3.900078551999968,,1.0,5.0,1.0,2.0,6.0,8.0,12.01662057500016,277.7804692939999,0.0073882960000446465,3.5149875930001144,1.037326486999973,1.5387928630000258,3.514605487000153
3.5,2.5,0.7071067811865476,0.7071067811865476,1,4.0,1.0,0.0,0.0,1.0,3.933221823000167,,1.0,2.0,1.0,2.0,1.0,9.0,12.015901630000146,289.798530389,0.007640688000037699,3.5149827840000403,1.0540982439999877,1.5553408939999829,3.5146125589999433
3.5,2.0,0.7071067811865476,0.7071067811865476,1,3.5,2.5,0.7071067811865476,0.7071067811865476,-1.0,3.984555623999995,,2.0,6.0,1.0,1.0,2.0,10.0,11.017144041999927,301.81590033399993,0.00746486899993215,3.515826701999913,1.0382361819999917,1.5395059039999524,3.5154814539998824
2.0,3.0,0.0,0.0,1,3.5,2.5,0.7071067811865476,0.7071067811865476,1.0,3.7997151380000105,,1.0,5.0,1.0,2.0,2.0,11.0,12.016696572,320.368753167,0.006691137999951025,3.5154484320000847,1.0374663330001113,1.5387330670000663,3.5149337380000816
2.0,3.0,0.0,0.0,1,3.5,2.5,0.7071067811865476,0.7071067811865476,1.0,3.81907803199988,,1.0,5.0,1.0,1.0,2.0,12.0,11.001673644999983,337.40183706399984,0.006696391999867046,3.5010537709999885,1.0562001280000004,1.5573781609998605,3.5006806579999648
3.5,2.0,0.7071067811865476,0.7071067811865476,1,4.0,1.0,0.0,0.0,1.0,3.7670407089999567,,1.0,6.0,1.0,2.0,1.0,13.0,10.015843174999874,355.939769937,0.006918116999941049,3.5152783739999904,1.0375633369999375,1.5388189799998602,3.514904020999893
4.0,1.0,0.0,0.0,1,3.5,2.0,0.7071067811865476,0.7071067811865476,-1.0,3.933343651000087,,1.0,1.0,1.0,2.0,6.0,14.0,12.015829358000019,381.0263991909999,0.007061929999963469,3.515186083999879,1.0373285659998146,1.5386360039999545,3.5148118049999084
3.5,2.5,0.7071067811865476,0.7071067811865476,1,4.0,1.0,0.0,0.0,1.0,3.949416773999928,,1.0,2.0,1.0,1.0,1.0,15.0,11.016650258000029,404.562164055,0.00724917699994876,3.51555182900006,1.0546744460000357,1.5559303590000582,3.5151702309999564
2.0,3.0,0.0,0.0,1,3.5,2.5,0.7071067811865476,0.7071067811865476,-1.0,4.032106341000143,,2.0,5.0,1.0,2.0,2.0,16.0,11.016192725999872,415.58047162199995,0.007317687999830014,3.5141471289998663,1.0537270380000336,1.5550688629998604,3.5138239129998965
3.5,2.5,0.7071067811865476,0.7071067811865476,1,2.0,3.0,0.0,0.0,-1.0,4.165955835999966,,1.0,2.0,1.0,2.0,5.0,17.0,10.01566628599994,445.667936517,0.006937633000006826,3.514881191000087,1.0361378899999636,1.5374563650000257,3.51450600499993
2.0,3.0,0.0,0.0,1,4.0,1.0,0.0,0.0,1.0,3.7954130400000854,,1.0,5.0,1.0,2.0,1.0,18.0,12.011096224000086,475.77578842899993,0.007181846000094083,3.5097613390000784,1.0660044989999733,1.5672583479999955,3.5093863790000337
3.5,2.0,0.7071067811865476,0.7071067811865476,1,4.0,1.0,0.0,0.0,-1.0,3.9171855790000336,,2.0,6.0,1.0,1.0,1.0,19.0,11.016063681999867,502.8575233239999,0.007240348999857815,3.5155771329998515,1.0377030849999755,1.539013569999952,3.514985877999834
4.0,1.0,0.0,0.0,1,3.5,2.5,0.7071067811865476,0.7071067811865476,-1.0,3.966853793999917,,1.0,1.0,1.0,2.0,2.0,20.0,11.016676399000064,513.8752283849999,0.00732046200005243,3.5159948680000066,1.0384653779999553,1.5397150500000407,3.5155336069999517
3.5,2.0,0.7071067811865476,0.7071067811865476,1,4.0,1.0,0.0,0.0,1.0,3.983594881000045,,1.0,6.0,1.0,1.0,1.0,21.0,12.015990214000112,539.9624314099998,0.007251620000033655,3.5153299040000547,1.0368487959999584,1.5381163770000512,3.5148447179999494
3.5,2.0,0.7071067811865476,0.7071067811865476,1,2.0,3.0,0.0,0.0,1.0,4.017642315999866,,2.0,6.0,1.0,2.0,5.0,22.0,10.016314905999934,551.9800613099999,0.007368887999973594,3.5155213819998608,1.0379993619999368,1.539319267999872,3.5151430779999373
2.0,3.0,0.0,0.0,1,4.0,1.0,0.0,0.0,-1.0,5.7008051730001625,,2.0,5.0,1.0,2.0,1.0,23.0,10.016908836000084,561.997796312,0.006944563999923048,3.5162663189998966,1.0378584729999147,1.5391337290000138,3.5157302570000866
