LRat1,LRat2,LVar1,LVar2,Part,RRat1,RRat2,RVar1,RVar2,choice,choiceTime,endTime,frame,leftId,part,primerSound,rightId,session,trial,trialEnd,trialOnset,trialOnsetTim,trialRespTime,trialSnd1Tim,trialSnd2Tim,trialThinkTime
2.5,2.3333333333333335,0.8366600265340756,0.8366600265340756,1,3.3333333333333335,1.6666666666666667,0.816496580927726,0.816496580927726,1.0,6.590347725999892,,1.0,2.0,1.0,2.0,1.0,0.0,0.0,10.008440558000077,143.07796570600019,0.009619208999538387,3.5035945820000047,1.0236207019997892,1.5239939339999182,3.5033656119994703
3.3333333333333335,1.6666666666666667,0.816496580927726,0.816496580927726,1,2.5,2.3333333333333335,0.8366600265340756,0.8366600265340756,-1.0,4.1714868239996585,,2.0,1.0,1.0,1.0,2.0,0.0,1.0,11.0095130539994,153.0874409170001,0.0090565799991964,3.502708067999265,1.0326792169998953,1.532956735999505,3.5024861729998524
3.3333333333333335,1.6666666666666667,0.816496580927726,0.816496580927726,1,2.5,2.3333333333333335,0.8366600265340756,0.8366600265340756,1.0,3.852746065999781,,2.0,1.0,1.0,2.0,2.0,0.0,2.0,10.006833748000645,164.09800480300058,0.009079172999918228,3.5017567869999766,1.022719182000401,1.5238984500001609,3.5015201800006253
2.0,2.5,0.0,0.0,1,3.3333333333333335,1.6666666666666667,0.816496580927726,0.816496580927726,-1.0,3.769765643000028,,2.0,5.0,1.0,1.0,1.0,0.0,3.0,12.00980453000011,174.10603032000014,0.009284738000133077,3.502460067999891,1.0333544229997642,1.534429917000125,3.5022386720002032
3.3333333333333335,1.6666666666666667,0.816496580927726,0.816496580927726,1,2.0,2.5,0.0,0.0,-1.0,3.7884691609997385,,1.0,1.0,1.0,1.0,5.0,0.0,4.0,10.008920653000134,192.63747312400028,0.009233167000274987,3.503843008000331,1.03466035800011,1.5358002470002248,3.5036322509995443
2.5,2.3333333333333335,0.8366600265340756,0.8366600265340756,1,2.1666666666666665,2.5,0.752772652709081,0.752772652709081,1.0,4.054466079000122,,1.0,2.0,1.0,2.0,6.0,0.0,5.0,12.013348544000108,202.6474737160006,0.009393817000272977,3.50239430000056,1.0281456270004128,1.5293119080006363,3.502148080000552
2.5,2.3333333333333335,0.8366600265340756,0.8366600265340756,1,3.3333333333333335,1.6666666666666667,0.816496580927726,0.816496580927726,-1.0,3.7875070070003862,,2.0,2.0,1.0,1.0,1.0,0.0,6.0,11.001327575000687,219.67826572000013,0.008915789000639052,3.502424637000331,1.032876066999961,1.5332992550002018,3.5021998930005798
2.5,2.3333333333333335,0.8366600265340756,0.8366600265340756,1,2.0,2.5,0.0,0.0,1.0,4.355867293999837,,2.0,2.0,1.0,2.0,5.0,0.0,7.0,10.008696369999598,241.2133994720007,0.009753311000167741,3.5033885299999383,1.0331241940002656,1.5342659090001691,3.50317300200004
2.1666666666666665,2.5,0.752772652709081,0.752772652709081,1,2.0,2.5,0.0,0.0,1.0,3.8369010079995864,,2.0,6.0,1.0,2.0,5.0,0.0,8.0,11.008697137000127,264.26768826900025,0.010293137999724422,3.501764597999681,1.032258983000247,1.533323077999739,3.5015296620003937
2.1666666666666665,2.5,0.752772652709081,0.752772652709081,1,2.5,2.3333333333333335,0.8366600265340756,0.8366600265340756,-1.0,5.67183700699934,,1.0,6.0,1.0,1.0,2.0,0.0,9.0,12.008781802000158,275.27743642899986,0.008549117000256956,3.5019925690003215,1.0238231350003844,1.5245620240002609,3.5017515540002933
2.0,2.5,0.0,0.0,1,3.3333333333333335,1.6666666666666667,0.816496580927726,0.816496580927726,1.0,3.9038404419998183,,1.0,5.0,1.0,2.0,1.0,0.0,10.0,10.007439468000484,287.2873340370006,0.008743745000174384,3.502454915999806,1.0319375070002934,1.533086366000134,3.502231438999843
2.1666666666666665,2.5,0.752772652709081,0.752772652709081,1,3.3333333333333335,1.6666666666666667,0.816496580927726,0.816496580927726,-1.0,3.754157888999544,,2.0,6.0,1.0,1.0,1.0,0.0,11.0,12.010076277000735,297.295832582,0.00894943500043155,3.5027228660001133,1.024414486000751,1.5249901860006505,3.502515916000448
2.1666666666666665,2.5,0.752772652709081,0.752772652709081,1,3.3333333333333335,1.6666666666666667,0.816496580927726,0.816496580927726,1.0,3.8134356780001326,,1.0,6.0,1.0,1.0,1.0,0.0,12.0,12.001765031999641,319.8398094560007,0.009395387999575178,3.5115458899999794,1.0254485639998163,1.526533088999713,3.5113228809996144
2.0,2.5,0.0,0.0,1,2.1666666666666665,2.5,0.752772652709081,0.752772652709081,-1.0,3.871680131000176,,2.0,5.0,1.0,1.0,6.0,0.0,13.0,10.009253932999854,341.3666107520002,0.010041434999948251,3.5035286759994047,1.026031571999738,1.5263867610001398,3.5033018699996314
3.3333333333333335,1.6666666666666667,0.816496580927726,0.816496580927726,1,2.5,2.3333333333333335,0.8366600265340756,0.8366600265340756,-1.0,3.8553986529996114,,1.0,1.0,1.0,1.0,2.0,0.0,14.0,11.016219338999688,356.8966642310006,0.04855559399948106,3.503013320999344,1.0812654569999722,1.5822685759994783,3.5027886249999938
2.5,2.3333333333333335,0.8366600265340756,0.8366600265340756,1,2.1666666666666665,2.5,0.752772652709081,0.752772652709081,-1.0,4.188629952000156,,2.0,2.0,1.0,1.0,6.0,0.0,15.0,12.002258857000015,398.0157947779999,0.010670102999938536,3.5028440360001696,1.0340501430000586,1.5352383649997137,3.502633197999785
2.5,2.3333333333333335,0.8366600265340756,0.8366600265340756,1,2.0,2.5,0.0,0.0,-1.0,3.7556292310000567,,1.0,2.0,1.0,2.0,5.0,0.0,16.0,11.010378460000537,424.07118393400015,0.009702694000225165,3.5039214660000653,1.0316583610001544,1.5319971190001525,3.503706714000145
2.1666666666666665,2.5,0.752772652709081,0.752772652709081,1,2.0,2.5,0.0,0.0,-1.0,3.85459258300034,,1.0,6.0,1.0,1.0,5.0,0.0,17.0,11.009330171000329,448.1264983350002,0.010146088000510643,3.502675875000022,1.0291488860002571,1.5303218170001855,3.5024514040005665
3.3333333333333335,1.6666666666666667,0.816496580927726,0.816496580927726,1,2.1666666666666665,2.5,0.752772652709081,0.752772652709081,1.0,3.807967480000116,,2.0,1.0,1.0,1.0,6.0,0.0,18.0,10.011942537000325,464.15366850200013,0.009642662999794991,3.505741320999732,1.0372486070000375,1.5376831820003645,3.5055107400003185
3.3333333333333335,1.6666666666666667,0.816496580927726,0.816496580927726,1,2.0,2.5,0.0,0.0,1.0,3.8379566140001766,,2.0,1.0,1.0,2.0,5.0,0.0,19.0,10.008104569000352,498.7373861020005,0.010494368000763643,3.5025417800006835,1.0243700390001322,1.5255280820001644,3.5023094680000213
2.0,2.5,0.0,0.0,1,2.1666666666666665,2.5,0.752772652709081,0.752772652709081,1.0,4.1868004329999176,,1.0,5.0,1.0,1.0,6.0,0.0,20.0,12.009155477000606,508.7467686360005,0.009595539000656572,3.5006040420003046,1.0333051160005198,1.5344329970002946,3.500268915000561
2.1666666666666665,2.5,0.752772652709081,0.752772652709081,1,3.3333333333333335,1.6666666666666667,0.816496580927726,0.816496580927726,-1.0,3.7534559599998834,,2.0,6.0,1.0,2.0,1.0,0.0,21.0,12.009018100000505,520.7571055369999,0.009173872000246773,3.501935184000104,1.0236967159999042,1.5247662400006448,3.5016911590000745
2.1666666666666665,2.5,0.752772652709081,0.752772652709081,1,3.3333333333333335,1.6666666666666667,0.816496580927726,0.816496580927726,1.0,3.753005563000442,,1.0,6.0,1.0,2.0,1.0,0.0,22.0,11.008570142000279,532.7672299360001,0.008461460999569681,3.5014421779997065,1.03257984100037,1.5337351769994712,3.501220494000336
2.1666666666666665,2.5,0.752772652709081,0.752772652709081,1,2.0,2.5,0.0,0.0,1.0,4.104696867999337,,2.0,6.0,1.0,1.0,5.0,0.0,23.0,11.007979971999703,568.3475905290006,0.010244551000141657,3.5025713280001582,1.0222712329996284,1.5226741939995918,3.5023378039995805
2.0,2.5,0.0,0.0,1,2.5,2.3333333333333335,0.8366600265340756,0.8366600265340756,1.0,3.788645343999633,,1.0,5.0,1.0,1.0,2.0,1.0,0.0,10.009141950999949,127.31834689500009,0.008209687000089616,3.5036030999999634,1.0270367949997308,1.528170396999485,3.503372485
2.1666666666666665,2.5,0.752772652709081,0.752772652709081,1,2.0,2.5,0.0,0.0,-1.0,3.7545164059993112,,1.0,6.0,1.0,2.0,5.0,1.0,1.0,11.009367783000016,159.8973452700002,0.009923702999913077,3.502796412999487,1.0339154889998101,1.5343956549995712,3.5023336409994954
2.0,2.5,0.0,0.0,1,3.3333333333333335,1.6666666666666667,0.816496580927726,0.816496580927726,1.0,3.8374463939999264,,1.0,5.0,1.0,1.0,1.0,1.0,2.0,10.009133241999734,182.95016415000006,0.010161915999560732,3.5021934469996268,1.0348583519999008,1.5360233249994053,3.501962999999705
2.0,2.5,0.0,0.0,1,2.1666666666666665,2.5,0.752772652709081,0.752772652709081,1.0,3.7714198920002673,,2.0,5.0,1.0,2.0,6.0,1.0,3.0,10.008557836999898,211.54213154600075,0.010934396999800809,3.502813033000166,1.030385295999622,1.5307675759995618,3.5025724649995027
2.0,2.5,0.0,0.0,1,2.5,2.3333333333333335,0.8366600265340756,0.8366600265340756,-1.0,3.819865640999524,,1.0,5.0,1.0,2.0,2.0,1.0,4.0,12.00895655900058,221.55179100200073,0.0081454670007588,3.5018145100002585,1.0216259420003553,1.5227775830007886,3.5016133870003614
2.5,2.3333333333333335,0.8366600265340756,0.8366600265340756,1,2.0,2.5,0.0,0.0,-1.0,4.237757369999599,,2.0,2.0,1.0,1.0,5.0,1.0,5.0,10.014749663000657,233.5619108580004,0.009571081000103732,3.5023126280002543,1.0299862920001033,1.531155172000581,3.5019977590000053
2.5,2.3333333333333335,0.8366600265340756,0.8366600265340756,1,2.1666666666666665,2.5,0.752772652709081,0.752772652709081,1.0,4.382679123999878,,1.0,2.0,1.0,1.0,6.0,1.0,6.0,12.004599242000038,266.6287707070005,0.011088553999798023,3.5136688480006337,1.0286289969999416,1.5298013460005675,3.5134177019999697
2.5,2.3333333333333335,0.8366600265340756,0.8366600265340756,1,2.0,2.5,0.0,0.0,1.0,4.905100975000097,,1.0,2.0,1.0,1.0,5.0,1.0,7.0,11.014563431999703,278.6344310889999,0.008316966999700526,3.5018709470004983,1.0301745440001469,1.5303195910000795,3.5016305750004904
2.0,2.5,0.0,0.0,1,2.5,2.3333333333333335,0.8366600265340756,0.8366600265340756,1.0,3.847919483000624,,2.0,5.0,1.0,1.0,2.0,1.0,8.0,10.001923567999256,289.6500385220006,0.008641035999971791,3.5119075209995567,1.0273541489996203,1.528518738999992,3.5116893089998484
3.3333333333333335,1.6666666666666667,0.816496580927726,0.816496580927726,1,2.0,2.5,0.0,0.0,1.0,3.9194376839996035,,2.0,1.0,1.0,1.0,5.0,1.0,9.0,11.008015306000745,299.6530721030004,0.007991335000042454,3.5015728020007373,1.0304274790005366,1.5317039020001175,3.5013567949999924
2.0,2.5,0.0,0.0,1,2.5,2.3333333333333335,0.8366600265340756,0.8366600265340756,1.0,4.537716531999648,,2.0,5.0,1.0,2.0,2.0,1.0,10.0,10.006754185000318,310.6622440320007,0.007154511000408093,3.503878972000166,1.0221386670000356,1.5233648100002029,3.5018113480000466
2.0,2.5,0.0,0.0,1,2.1666666666666665,2.5,0.752772652709081,0.752772652709081,-1.0,3.7872222050000346,,1.0,5.0,1.0,2.0,6.0,1.0,11.0,11.00944523599992,320.67021610300066,0.00706006200016418,3.5028134710000813,1.032711854999434,1.5337760599995818,3.5025819559996307
2.5,2.3333333333333335,0.8366600265340756,0.8366600265340756,1,3.3333333333333335,1.6666666666666667,0.816496580927726,0.816496580927726,1.0,3.812504676000572,,1.0,2.0,1.0,1.0,1.0,1.0,12.0,12.000352531000313,353.2572576080001,0.00862788399990677,3.510325484000532,1.0247861699999703,1.5256999160001214,3.510095100000399
3.3333333333333335,1.6666666666666667,0.816496580927726,0.816496580927726,1,2.1666666666666665,2.5,0.752772652709081,0.752772652709081,1.0,3.8715974910001023,,2.0,1.0,1.0,2.0,6.0,1.0,13.0,10.007767848999721,378.30302623900025,0.007525976000579249,3.5035557310002328,1.0238955619997796,1.5241509770003177,3.503281522999714
2.5,2.3333333333333335,0.8366600265340756,0.8366600265340756,1,3.3333333333333335,1.6666666666666667,0.816496580927726,0.816496580927726,-1.0,3.8119865859998754,,2.0,2.0,1.0,2.0,1.0,1.0,14.0,12.000743522999985,398.83052773000054,0.0077159239999673454,3.5099595080000654,1.0239885450000656,1.5251269440004762,3.5097275509997417
2.0,2.5,0.0,0.0,1,3.3333333333333335,1.6666666666666667,0.816496580927726,0.816496580927726,,,,2.0,5.0,1.0,2.0,1.0,1.0,15.0,11.008513991000656,410.8324439970002,0.009827618000599614,3.5016945360002865,1.0307747940005356,1.5319502990005276,3.5014802910000067
3.3333333333333335,1.6666666666666667,0.816496580927726,0.816496580927726,1,2.1666666666666665,2.5,0.752772652709081,0.752772652709081,-1.0,3.8533306159997673,,1.0,1.0,1.0,1.0,6.0,1.0,16.0,12.008935639999436,421.84218162300016,0.009639258999413869,3.501773771999978,1.0222780649992274,1.5227339659995778,3.501567321000038
3.3333333333333335,1.6666666666666667,0.816496580927726,0.816496580927726,1,2.5,2.3333333333333335,0.8366600265340756,0.8366600265340756,-1.0,5.555213739000465,,1.0,1.0,1.0,2.0,2.0,1.0,17.0,11.00883426099972,441.37500315700066,0.008275488999970548,3.5026780580001287,1.0257567779999592,1.5269985860004454,3.502458146999743
2.1666666666666665,2.5,0.752772652709081,0.752772652709081,1,2.5,2.3333333333333335,0.8366600265340756,0.8366600265340756,1.0,3.8919624179998213,,2.0,6.0,1.0,2.0,2.0,1.0,18.0,11.012954767999872,457.4013705570005,0.008776695000051404,3.5061661780000577,1.0344227610003145,1.534596956000314,3.5059481950002014
3.3333333333333335,1.6666666666666667,0.816496580927726,0.816496580927726,1,2.1666666666666665,2.5,0.752772652709081,0.752772652709081,-1.0,3.8376562739995284,,1.0,1.0,1.0,2.0,6.0,1.0,19.0,12.010354791999815,486.4641598369999,0.010131627999726334,3.5027854840000145,1.0248726529998748,1.5250446629997896,3.5025101040000663
2.1666666666666665,2.5,0.752772652709081,0.752772652709081,1,2.5,2.3333333333333335,0.8366600265340756,0.8366600265340756,-1.0,3.9356115430000496,,1.0,6.0,1.0,2.0,2.0,1.0,20.0,11.016777349999757,498.475743469,0.008416800999839325,3.50128073399992,1.0322141529995859,1.5334420869994574,3.5010656149997885
2.5,2.3333333333333335,0.8366600265340756,0.8366600265340756,1,2.1666666666666665,2.5,0.752772652709081,0.752772652709081,1.0,5.538539913000021,,2.0,2.0,1.0,2.0,6.0,1.0,21.0,12.010012103000006,517.0238387770005,0.009632942999814986,3.5029143250003467,1.033170933999827,1.5343269370005146,3.502472582000337
3.3333333333333335,1.6666666666666667,0.816496580927726,0.816496580927726,1,2.0,2.5,0.0,0.0,-1.0,3.753141515000607,,1.0,1.0,1.0,2.0,5.0,1.0,22.0,10.007122594000066,529.0350146740002,0.009289239999816346,3.5020794550000574,1.0268139800000426,1.5279943619998448,3.501693281000371
2.1666666666666665,2.5,0.752772652709081,0.752772652709081,1,2.5,2.3333333333333335,0.8366600265340756,0.8366600265340756,-1.0,3.87107365599968,,2.0,6.0,1.0,1.0,2.0,1.0,23.0,12.0098321509995,554.0892874880001,0.007812621999619296,3.5025981689996115,1.0255411779999122,1.5266442349993667,3.5023836199998186
2.1666666666666665,2.5,0.752772652709081,0.752772652709081,1,2.5,2.3333333333333335,0.8366600265340756,0.8366600265340756,-1.0,3.8374139120005566,,2.0,6.0,1.0,2.0,2.0,2.0,0.0,10.008737776000089,118.44074222099972,0.009176810000099069,3.5030571400002373,1.0329226250005377,1.5340258820006056,3.5027421530003267
2.0,2.5,0.0,0.0,1,2.1666666666666665,2.5,0.752772652709081,0.752772652709081,1.0,3.7866058839999823,,1.0,5.0,1.0,1.0,6.0,2.0,1.0,11.00818227199943,128.4505062850003,0.010084739999911108,3.5020834259994444,1.024375964999308,1.5254328809996878,3.5018069259995173
3.3333333333333335,1.6666666666666667,0.816496580927726,0.816496580927726,1,2.0,2.5,0.0,0.0,-1.0,3.8368130029994063,,1.0,1.0,1.0,1.0,5.0,2.0,2.0,12.009378839999954,139.45987215399964,0.00898812600007659,3.5019209800002495,1.032735708000473,1.5338655860005017,3.501698093000414
2.5,2.3333333333333335,0.8366600265340756,0.8366600265340756,1,2.0,2.5,0.0,0.0,-1.0,4.753930031999516,,1.0,2.0,1.0,1.0,5.0,2.0,3.0,11.008241970999734,151.470334783,0.008225732999562752,3.5019175440002077,1.0236991259998829,1.5245210650000445,3.5016967920000748
2.1666666666666665,2.5,0.752772652709081,0.752772652709081,1,2.5,2.3333333333333335,0.8366600265340756,0.8366600265340756,-1.0,4.520976196000447,,1.0,6.0,1.0,2.0,2.0,2.0,4.0,11.00856312399992,162.47963002599954,0.0076486719999593325,3.5021560189998127,1.032401872000264,1.5325807460003489,3.5019338649999554
2.5,2.3333333333333335,0.8366600265340756,0.8366600265340756,1,2.0,2.5,0.0,0.0,-1.0,5.5715352729994265,,1.0,2.0,1.0,2.0,5.0,2.0,5.0,12.008120385000439,173.489473052,0.007064195000566542,3.5019852680006807,1.0242866720000166,1.524441062000733,3.501758872000209
2.0,2.5,0.0,0.0,1,3.3333333333333335,1.6666666666666667,0.816496580927726,0.816496580927726,1.0,4.625679239999954,,1.0,5.0,1.0,1.0,1.0,2.0,6.0,10.012339384999905,207.5643183430002,0.0086919619998298,3.5063773669999136,1.03657839600055,1.5369945880001978,3.5061432949996743
3.3333333333333335,1.6666666666666667,0.816496580927726,0.816496580927726,1,2.0,2.5,0.0,0.0,-1.0,3.786887049000143,,1.0,1.0,1.0,2.0,5.0,2.0,7.0,11.008808861000032,217.57779732200012,0.007686199999625387,3.5017478239997217,1.0245011650004017,1.5256409789999452,3.5015275309997387
3.3333333333333335,1.6666666666666667,0.816496580927726,0.816496580927726,1,2.1666666666666665,2.5,0.752772652709081,0.752772652709081,-1.0,3.8546421869996266,,1.0,1.0,1.0,1.0,6.0,2.0,8.0,11.010126688999662,236.10876029799962,0.007125013999939256,3.5035481799995982,1.0183791139997993,1.5185872120000568,3.503326680999635
2.5,2.3333333333333335,0.8366600265340756,0.8366600265340756,1,3.3333333333333335,1.6666666666666667,0.816496580927726,0.816496580927726,-1.0,3.8864363229995433,,2.0,2.0,1.0,1.0,1.0,2.0,9.0,11.008111259000541,247.12013316699998,0.007076448000589153,3.503565711000192,1.0330279820000214,1.5341729320007291,3.5010575580008663
2.5,2.3333333333333335,0.8366600265340756,0.8366600265340756,1,2.1666666666666665,2.5,0.752772652709081,0.752772652709081,-1.0,3.887713434000034,,1.0,2.0,1.0,1.0,6.0,2.0,10.0,12.009305597000091,264.651105727,0.007209372000033909,3.5025305350000053,1.0228897400002095,1.5240753890002452,3.5023021850001896
2.1666666666666665,2.5,0.752772652709081,0.752772652709081,1,2.0,2.5,0.0,0.0,1.0,4.604617160000089,,2.0,6.0,1.0,2.0,5.0,2.0,11.0,12.01004986299995,284.18481533500017,0.01119180099976802,3.502372680000008,1.0254867490002653,1.5257723920003627,3.5021508370000447
3.3333333333333335,1.6666666666666667,0.816496580927726,0.816496580927726,1,2.5,2.3333333333333335,0.8366600265340756,0.8366600265340756,-1.0,3.8012552840000353,,1.0,1.0,1.0,2.0,2.0,2.0,12.0,12.000354056000106,306.7299949859998,0.009016066000185674,3.516547948000152,1.0238023049996627,1.5248265729997,3.516319254999871
2.5,2.3333333333333335,0.8366600265340756,0.8366600265340756,1,3.3333333333333335,1.6666666666666667,0.816496580927726,0.816496580927726,-1.0,3.937022039000112,,2.0,2.0,1.0,2.0,1.0,2.0,13.0,10.008096203000603,339.78296711300027,0.010011878000113937,3.5019369350002307,1.0337943860004088,1.5348701070006427,3.5017228900005652
2.1666666666666665,2.5,0.752772652709081,0.752772652709081,1,3.3333333333333335,1.6666666666666667,0.816496580927726,0.816496580927726,-1.0,3.82011739599966,,2.0,6.0,1.0,1.0,1.0,2.0,14.0,11.010930093000752,349.7922949639997,0.010069771999951628,3.501239633000296,1.0256754040001397,1.5268489879999834,3.5010019290002674
2.0,2.5,0.0,0.0,1,3.3333333333333335,1.6666666666666667,0.816496580927726,0.816496580927726,1.0,3.9548050399998833,,1.0,5.0,1.0,2.0,1.0,2.0,15.0,12.010300482000275,371.3266445789996,0.010314040000594105,3.502352788999815,1.0275329810001494,1.5286679529999674,3.502140723000593
2.0,2.5,0.0,0.0,1,3.3333333333333335,1.6666666666666667,0.816496580927726,0.816496580927726,-1.0,3.7698801420001473,,2.0,5.0,1.0,1.0,1.0,2.0,16.0,12.008725717999368,383.3380621650003,0.009760740999809059,3.5012728849997075,1.0327953239993803,1.5338772449995304,3.5010504499996387
2.0,2.5,0.0,0.0,1,2.1666666666666665,2.5,0.752772652709081,0.752772652709081,,,,2.0,5.0,1.0,2.0,6.0,2.0,17.0,10.008846169999742,411.3943750669996,0.010161719999814522,3.5031964919999155,1.0311081110003215,1.5312592479995146,3.5029719069998464
2.1666666666666665,2.5,0.752772652709081,0.752772652709081,1,2.0,2.5,0.0,0.0,-1.0,3.7506445339995484,,1.0,6.0,1.0,2.0,5.0,2.0,18.0,11.005309440999556,492.6025440610001,0.010292713000126241,3.515481880000152,1.029810911999448,1.5305772100000468,3.515264328999365
2.5,2.3333333333333335,0.8366600265340756,0.8366600265340756,1,2.0,2.5,0.0,0.0,1.0,4.88866758200038,,2.0,2.0,1.0,2.0,5.0,2.0,19.0,10.007372246999694,511.13139433899966,0.008637484999781009,3.5021311729997255,1.0236041879998083,1.524723169999561,3.50191170800008
2.1666666666666665,2.5,0.752772652709081,0.752772652709081,1,3.3333333333333335,1.6666666666666667,0.816496580927726,0.816496580927726,1.0,3.787595593999868,,1.0,6.0,1.0,2.0,1.0,2.0,20.0,10.008306837999953,528.6632885979998,0.008098911000161024,3.502458250000018,1.0263807639994411,1.5275102739997235,3.502219824999884
2.1666666666666665,2.5,0.752772652709081,0.752772652709081,1,3.3333333333333335,1.6666666666666667,0.816496580927726,0.816496580927726,-1.0,3.8039743360004645,,2.0,6.0,1.0,2.0,1.0,2.0,21.0,10.007550686000288,538.6728527969999,0.0072336740004175235,3.500883800000338,1.0332363630004693,1.5334095570005957,3.5006547419998233
3.3333333333333335,1.6666666666666667,0.816496580927726,0.816496580927726,1,2.0,2.5,0.0,0.0,1.0,3.771048478000012,,2.0,1.0,1.0,2.0,5.0,2.0,22.0,10.007371527000032,560.2075215610002,0.008172933000423654,3.5021602150000035,1.033934959000362,1.5350991750001413,3.5019249950000813
